HP:0000002	abnormality body height
HP:0010764	eyelashes short
HP:0010765	hyperkeratosis palmar
HP:0010766	calcification ectopic
HP:0010767	abnormality pilonidal sacrococcygeal
HP:0010769	pilonidal sinus
HP:0010769	cyst pilonidal
HP:0010770	fistula pilonidal
HP:0010771	fistula sacrococcygeal
HP:0010771	abscess pilonidal
HP:0010772	anomalous pulmonary return venous
HP:0010773	anomalous partial pulmonary return venous
HP:0010773	anomalous connection partial pulmonary venous
HP:0010774	heart triatrial
HP:0010774	cor triatriatum
HP:0010775	ring vascular
HP:0010775	aorta ring vascular
HP:0010776	tracheobronchmegaly
HP:0010777	bronchomegaly
HP:0010778	tracheomegaly
HP:0010779	bone large pelvis
HP:0010779	large pelvis
HP:0010780	hyperacusis
HP:0010780	noise sensitivity to
HP:0010780	intolerance loudness
HP:0010781	dimple skin
HP:0010781	dimples skin
HP:0010782	dimples shoulder
HP:0010782	acromial bi dimples
HP:0010782	dimple shoulder
HP:0010782	acromial dimple
HP:0010783	membrane mucous or redness skin
HP:0010783	erythema
HP:0010784	tumor uterine
HP:0010784	neoplasia uterine
HP:0010784	neoplasm uterine
HP:0010784	tumour uterine
HP:0010784	cancer uterine
HP:0010785	gonadal neoplasm
HP:0010785	gonadal neoplasia
HP:0010786	neoplasm tract urinary
HP:0010786	neoplasia tract urinary
HP:0010787	genital neoplasm
HP:0010787	genital tumour
HP:0010787	genital neoplasia
HP:0010787	genital tumor
HP:0010788	cancer testicular
HP:0010788	neoplasia testicular
HP:0010788	testicular tumor
HP:0010788	testicular tumour
HP:0010788	neoplasm testicular
HP:0010789	abnormality cells leydig
HP:0010790	cells hyoplasia leydig
HP:0010791	cells hyperplasia leydig
HP:0010793	nail notched
HP:0010793	bifid nail
HP:0010793	duplicated nail
HP:0010794	cognition constructive impaired visuospatial
HP:0010795	cerebellar glioma
HP:0010796	brainstem glioma
HP:0010797	haemangioblastoma
HP:0010797	hemangioblastoma
HP:0010798	lentigo lip
HP:0010798	labial lentigo
HP:0010798	ephelis lip
HP:0010798	freckle lip
HP:0010799	pinealoma
HP:0010800	bow cupid lack s
HP:0010800	absent bow cupid s
HP:0010800	aplasia bow cupid s
HP:0010800	agenesis bow cupid s
HP:0010800	bow cupid missing s
HP:0010800	bow cupid development failure s
HP:0010801	crease nasolabial underdeveloped
HP:0010801	crease hypoplastic nasolabial
HP:0010801	fold nasolabial shallow
HP:0010801	fold nasolabial underdeveloped
HP:0010801	flat fold nasolabial
HP:0010801	fold hypoplastic nasolabial
HP:0010802	around increased mouth pigmentation
HP:0010802	hyperpigmentation perioral
HP:0010802	around darkening mouth skin
HP:0010803	everted lip prominent upper
HP:0010803	everted lip upper
HP:0010803	lip outward turned upper
HP:0010803	lip protruding upper
HP:0010803	everted lip upper vermilion
HP:0010803	drooping lip upper
HP:0010803	eclabium lip upper
HP:0010804	inverted lip shaped upper v
HP:0010804	lip tented upper
HP:0010804	mouth tented
HP:0010804	lip tented upper vermilion
HP:0010805	corners mouth upturned
HP:0010805	commisures oral upturned
HP:0010805	mouth upturned
HP:0010806	lip shaped u upper vermilion
HP:0010806	carp mouth shaped wide
HP:0010806	fish mouth
HP:0010806	carp large mouth shaped
HP:0010806	carp mouth shaped
HP:0010806	carp like mouth
HP:0010807	between bite lower open teeth upper
HP:0010807	absence lower overlap teeth upper
HP:0010807	bite open
HP:0010808	lingual prominence
HP:0010808	prolapse tongue
HP:0010808	protrusion tongue
HP:0010808	protruding tongue
HP:0010808	mouth out sticking tongue
HP:0010808	lingual prolapse
HP:0010808	prominent tongue
HP:0010808	lingual protrusion
HP:0010809	broad uvula
HP:0010809	uvula wide
HP:0010810	elongated uvula
HP:0010810	long uvula
HP:0010810	hyperplasia uvula
HP:0010810	long palatine uvula
HP:0010811	thin uvula
HP:0010811	narrow palatine uvula
HP:0010811	narrow uvula
HP:0010812	blunt uvula
HP:0010812	short uvula
HP:0010812	palatine short uvula
HP:0010812	hypoplastic uvula
HP:0010813	extra hair swirls
HP:0010813	hair supernumary swirls
HP:0010813	crown double hair whorls
HP:0010813	abnormal hair number whorls
HP:0010813	abnormal hair number swirls
HP:0010813	extra hair whorl
HP:0010813	hair supernumary whorl
HP:0010814	abnormal hair position whorl
HP:0010814	abnormal hair location swirl
HP:0010815	nevus organoid
HP:0010815	mole sebaceous
HP:0010815	naevus sebaceous
HP:0010815	nevus sebaceous
HP:0010816	epidermal nevus
HP:0010816	epidermal nevi
HP:0010817	linear nevus sebaceous
HP:0010818	generalized seizures tonic
HP:0010818	generalised seizure tonic
HP:0010818	hypertonic seizures
HP:0010818	generalized hypertonic seizure
HP:0010818	generalised hypertonic seizure
HP:0010818	generalized seizure tonic
HP:0010818	generalised seizures tonic
HP:0010819	drop seizures
HP:0010819	hypotonic seizure
HP:0010819	attacks drop
HP:0010819	astatic seizure
HP:0010819	astatic seizures
HP:0010819	atonic seizure
HP:0010819	hypotonic seizures
HP:0010819	loss muscle sudden tone
HP:0010819	atonic seizures
HP:0010820	dacrystic seizures
HP:0010820	crying emotional focal seizure with
HP:0010820	dacrystic seizure
HP:0010821	gelastic seizures
HP:0010821	emotional focal laughing seizure with
HP:0010821	gelastic seizure
HP:0010822	scintillating scotoma
HP:0010823	cranial ridged sutures
HP:0010823	cranial ridges suture
HP:0010824	abnormality cranial fifth nerve
HP:0010824	abnormal cranial fifth morphology nerve
HP:0010824	abnormal morphology nerve trigeminal
HP:0010824	abnormality nervus trigeminus
HP:0010825	abnormality accessory nerve
HP:0010825	abnormality cranial nerve xi
HP:0010825	abnormality cranial eleventh nerve
HP:0010826	12 abnormality cranial nerve
HP:0010826	abnormality cranial nerve xii
HP:0010826	abnormality cranial nerve twelfth
HP:0010826	abnormality hypoglossal nerve
HP:0010827	abnormality cranial nerve seventh
HP:0010827	abnormality facial nerve
HP:0010828	hemifacial spasms
HP:0010828	hemifacial spasm
HP:0010828	face on one side spasms
HP:0010829	impaired sensitivity thermal
HP:0010829	loss sensation temperature
HP:0010829	abnormality sensation temperature
HP:0010829	impaired sensation temperature
HP:0010830	loss sensation tactile
HP:0010830	impaired sensation tactile
HP:0010830	impaired sensation touch
HP:0010830	abnormal thigmesthesia
HP:0010831	abnormality proprioception
HP:0010831	impaired proprioception
HP:0010832	abnormality pain sensation
HP:0010833	pain sensation spontaneous
HP:0010834	changes pain related to trophic
HP:0010834	changes trophic
HP:0010835	dissociated loss sensory
HP:0010836	abnormal copper levels
HP:0010836	abnormal circulating concentration copper
HP:0010837	ceruloplasmin decreased serum
HP:0010837	ceruloplasmin circulating concentration decreased
HP:0010837	hypoceruloplasminaemia
HP:0010837	ceruloplasmina decreased serum
HP:0010837	hypoceruloplasminemia
HP:0010838	bound copper high nonceruloplasmin serum
HP:0010839	concentration copper increased urinary
HP:0010841	discharges epileptiform multifocal
HP:0010841	abnormality eeg multifocal
HP:0010843	activity eeg focal slow with
HP:0010843	activity eeg focal slow
HP:0010843	activity eeg localised slow
HP:0010843	activity eeg localized slow
HP:0010844	activity eeg multifocal slow with
HP:0010845	activity eeg generalised slow with
HP:0010845	activity eeg generalized slow with
HP:0010845	activity eeg generalised slow
HP:0010845	activity eeg generalized slow
HP:0010846	abnormal activity eeg persistent rhythmic with
HP:0010846	abnormal activity eeg persistent rhythmic
HP:0010847	2 5 complexes eeg hz spike wave with
HP:0010847	demonstrated discharges electroencephalogram slow spike wave
HP:0010848	2 3 5 complexes eeg hz spike wave with
HP:0010849	3 4 eeg hz spike waves with
HP:0010849	3 5 complexes eeg hz spike wave with
HP:0010850	complexes eeg spike wave with
HP:0010851	burst eeg suppression with
HP:0010852	eeg on photoparoxysmal response
HP:0010852	eeg photoparoxysmal response with
HP:0010853	discharges eeg epileptiform lateralized periodic with
HP:0010853	discharges eeg epileptiform lateralized periodic
HP:0010854	activity amplitude eeg generalised low
HP:0010854	activity amplitude eeg generalized low with
HP:0010854	activity amplitude eeg generalised low with
HP:0010855	activity amplitude eeg localised low with
HP:0010855	activity amplitude eeg localized low with
HP:0010855	activity amplitude eeg localised low
HP:0010856	complexes radermecker
HP:0010856	complexes eeg periodic
HP:0010856	complexes eeg periodic with
HP:0010857	abnormalities eeg periodic with
HP:0010857	abnormalities eeg periodic
HP:0010858	discharges eeg epileptiform hyperventilation induced with
HP:0010859	breech frank presentation
HP:0010860	breech complete presentation
HP:0010861	breech incomplete presentation
HP:0010862	delayed development fine motor
HP:0010863	delay language receptive
HP:0010864	disability intellectual severe
HP:0010864	mental retardation severe
HP:0010864	early mental retardation severe
HP:0010865	defiant disorder oppositional
HP:0010866	abdominal defect wall
HP:0010866	abdominal anterior defect wall
HP:0010867	dyssynergia
HP:0010868	dyssynergia ocular
HP:0010869	asynergia
HP:0010871	ataxia sensory
HP:0010871	afferent ataxia
HP:0010871	ataxia spinal
HP:0010872	inversion t wave
HP:0010872	ekg inversion t wave
HP:0010873	atrophy cervical cord spinal
HP:0010874	tendon xanthomas
HP:0010874	tendon xanthomatosis
HP:0010875	chaddock reflex
HP:0010876	abnormality circulating level protein
HP:0010876	blood disease protein
HP:0010876	abnormality protein serum
HP:0010876	abnormal circulating concentration protein
HP:0010876	abnormal circulating level protein
HP:0010877	monocular strabismus
HP:0010877	strabismus unilateral
HP:0010878	cystic fetal hygroma
HP:0010878	cystic foetal hygroma
HP:0010879	cystic hygroma postnatal
HP:0010880	increased nuchal translucency
HP:0010881	cord issue umbilical
HP:0010881	abnormality cord umbilical
HP:0010882	atresia pulmonary valve
HP:0010883	aortic atresia valve
HP:0010883	aortic atresia
HP:0010884	acromelia
HP:0010885	bone ischaemic necrosis
HP:0010885	osteochondronecrosis
HP:0010885	aseptic bone necrosis
HP:0010885	bone ischemic necrosis
HP:0010885	aseptic necrosis
HP:0010885	blood bone death decreased due supply to
HP:0010885	bone infarction
HP:0010885	avascular necrosis
HP:0010885	osteonecrosis
HP:0010886	dissecans osteochondritis
HP:0010886	dissecans osteochondrosis
HP:0010888	koehler morbus
HP:0010889	lunatomalacia
HP:0010889	kienboeck morbus
HP:0010889	ck disease kienb s
HP:0010889	disease kienboeck s
HP:0010890	morbus osgood schlatter
HP:0010890	disease osgood schlatter
HP:0010891	calve disease
HP:0010891	morbus scheuermann
HP:0010891	juvenile osteochondrosis spine
HP:0010891	disease scheuermann
HP:0010891	disease s sherman
HP:0010891	kyphosis scheuermann
HP:0010892	abnormal acid amino branched chain circulating concentration
HP:0010893	abnormal circulating concentration phenylalanine
HP:0010893	abnormality metabolism phenylalanine
HP:0010894	abnormal acid amino circulating concentration family serine
HP:0010894	abnormality acid amino family metabolism serine
HP:0010895	abnormal circulating concentration glycine
HP:0010896	hypersarcosinemia
HP:0010896	high levels plasma sarcosine
HP:0010897	hypersarcosinuria
HP:0010897	high levels sarcosine urine
HP:0010898	abnormal circulating concentration sarcosine
HP:0010899	abnormal acid amino aspartate circulating concentration family
HP:0010900	abnormal circulating concentration threonine
HP:0010900	abnormality metabolism threonine
HP:0010901	abnormality metabolism methionine
HP:0010901	abnormal circulating concentration methionine
HP:0010902	abnormal acid amino circulating concentration family glutamine
HP:0010903	abnormal circulating concentration glutamine
HP:0010904	abnormality histidine metabolism
HP:0010904	abnormal circulating concentration histidine
HP:0010906	histidinemia
HP:0010906	hyperhistidinemia
HP:0010906	blood high histidine level
HP:0010907	abnormal circulating concentration proline
HP:0010908	abnormality lysine metabolism
HP:0010908	abnormal circulating concentration lysine
HP:0010909	abnormality arginine metabolism
HP:0010909	abnormal arginine circulating concentration
HP:0010910	hypervalinemia
HP:0010910	blood concentration high valine
HP:0010911	blood concentration high leucine
HP:0010911	hyperleucinemia
HP:0010912	abnormal circulating concentration isoleucine
HP:0010913	blood concentration high isoleucine
HP:0010913	hyperisoleucinemia
HP:0010914	abnormality metabolism valine
HP:0010914	abnormal circulating concentration valine
HP:0010915	abnormal acid amino circulating concentration family pyruvate
HP:0010915	abnormality acid amino family metabolism pyruvate
HP:0010916	abnormal alanine circulating concentration
HP:0010916	abnormality alanine metabolism
HP:0010917	abnormal circulating concentration tyrosine
HP:0010918	abnormal circulating concentration cysteine
HP:0010919	abnormal circulating concentration homocysteine
HP:0010920	cataract zonular
HP:0010921	cataract coralliform
HP:0010922	cataract membranous
HP:0010923	anterior cataract subcapsular
HP:0010924	cataract cortical posterior
HP:0010925	cataract nuclear punctate
HP:0010926	cataract needle shaped
HP:0010926	aculeiform cataract
HP:0010926	cataract fasciculiform
HP:0010926	cataract frosted
HP:0010927	abnormality cation divalent homeostasis inorganic
HP:0010927	abnormal blood cation concentration inorganic
HP:0010929	abnormal blood cation concentration
HP:0010929	abnormality cation homeostasis
HP:0010930	abnormal blood cation concentration inorganic monovalent
HP:0010930	abnormality cation homeostasis inorganic monovalent
HP:0010931	abnormal blood concentration sodium
HP:0010931	abnormal blood levels na
HP:0010931	abnormal circulating concentration na
HP:0010931	abnormality homeostasis sodium
HP:0010932	abnormal circulating concentration nucleobase
HP:0010932	abnormal levels nucleoside
HP:0010933	hyperxanthinemia
HP:0010933	circulating concentration increased xanthine
HP:0010934	increased urinary xanthine
HP:0010934	xanthinuria
HP:0010935	abnormality tract upper urinary
HP:0010936	abnormality lower tract urinary
HP:0010937	distortion nasal skeleton
HP:0010937	abnormal morphology nasal skeleton
HP:0010937	anomaly nasal skeleton
HP:0010937	malformation nasal skeleton
HP:0010937	abnormality nasal skeleton
HP:0010937	bones deformity nose
HP:0010937	bones malformation nose
HP:0010937	bones distortion nose
HP:0010937	deformity nasal skeleton
HP:0010938	anomaly external nose
HP:0010938	deformity external nose
HP:0010938	abnormality external nose
HP:0010938	abnormal external morphology nose
HP:0010938	external malformation nose
HP:0010939	anomaly bones nasal
HP:0010939	abnormal bone morphology nasal
HP:0010939	bones deformity nasal
HP:0010939	bones malformation nasal
HP:0010939	abnormality bone nasal
HP:0010940	aplasia bone hypoplasia nasal
HP:0010941	aplasia bone nasal
HP:0010941	agenesis bone nasal
HP:0010941	bone development lack nasal
HP:0010941	bone development failure nasal
HP:0010941	bone missing nasal
HP:0010941	absence bone nasal
HP:0010942	echogenic focus intracardiac
HP:0010943	bowel echogenic
HP:0010943	bowel echogenic fetal
HP:0010943	bowel echogenic foetal
HP:0010944	abnormal morphology pelvis renal
HP:0010944	abnormality pelvis renal
HP:0010945	foetal pyelectasis
HP:0010945	foetal hydronephrosis mild
HP:0010945	dilatation foetal pelvic renal
HP:0010945	dilatation fetal pelvic renal
HP:0010945	fetal pyelectasis
HP:0010945	fetal hydronephrosis mild
HP:0010946	dilatation pelvis renal
HP:0010947	abnormality blood ductus flow venosus
HP:0010948	abnormality circulation fetal system
HP:0010948	abnormality cardiovascular foetal system
HP:0010948	abnormality circulation foetal system
HP:0010948	abnormality cardiovascular fetal system
HP:0010948	abnormal cardiovascular fetal morphology
HP:0010949	abnormality blood flow umbilical vein
HP:0010950	abnormal fourth morphology ventricle
HP:0010950	abnormality fourth ventricle
HP:0010951	abnormality third ventricle
HP:0010951	abnormal morphology third ventricle
HP:0010952	fetal mild ventriculomegaly
HP:0010952	foetal mild ventriculomegaly
HP:0010953	hydrocephalus noncommunicating
HP:0010954	heart hypoplastic right
HP:0010954	heart right underdeveloped
HP:0010954	heart hypoplastic right syndrome
HP:0010955	bladder dilatation
HP:0010956	fetal megacystis
HP:0010956	foetal megacystis
HP:0010958	agenesis bilateral renal
HP:0010960	bronchopulmonary sequestration
HP:0010961	intralobar sequestration
HP:0010962	extralobar sequestration
HP:0010963	absent bubble stomach
HP:0010963	fetal non stomach visualisation
HP:0010963	absence bubble foetal on sonography stomach
HP:0010963	absence bubble fetal on sonography stomach
HP:0010964	abnormal acid chain circulating concentration fatty long
HP:0010965	abnormal acid circulating concentration phytanic
HP:0010965	abnormal acid circulating level phytanic
HP:0010966	abnormality acid anion fatty
HP:0010966	abnormal acid anion circulating concentration fatty
HP:0010967	abnormal carnitine levels
HP:0010967	abnormal carnitine circulating concentration
HP:0010968	abnormality liposaccharide metabolism
HP:0010969	abnormality glycolipid metabolism
HP:0010970	abnormality antigen blood group
HP:0010971	absence antigen erythrocytes lutheran on
HP:0010972	anaemia dyserythropoietic
HP:0010972	defective erythropoiesis
HP:0010972	anemia inadequate production
HP:0010972	erythropoiesis ineffective
HP:0010972	anaemia inadequate production
HP:0010972	anemia dyserythropoietic
HP:0010974	abnormality leukocytes myeloid
HP:0010974	abnormal leukocyte morphology myeloid
HP:0010975	abnormal b cells number
HP:0010975	abnormal b cells numbers
HP:0010975	abnormality b cell count
HP:0010975	abnormal b cell count
HP:0010975	abnormality b cell numbers
HP:0010976	b cell number reduction
HP:0010976	b cell lymphopenia
HP:0010976	b cell count low
HP:0010976	b cell count decreased
HP:0010976	b lymphocytopenia
HP:0010976	b cell deficiency
HP:0010977	abnormal phagocytosis
HP:0010978	abnormality immune physiology system
HP:0010979	abnormality cholesterol level lipoprotein
HP:0010979	abnormality cholesterol concentration lipoprotein
HP:0010980	hyperlipoproteinemia
HP:0010981	blood fat lack
HP:0010981	hypolipoproteinemia
HP:0010987	abnormal cellular immune morphology system
HP:0010988	abnormality extrinsic pathway
HP:0010989	abnormality intrinsic pathway
HP:0010990	abnormality coagulation common pathway
HP:0010991	abdominal abnormal morphology musculature
HP:0010991	abdominal abnormality musculature
HP:0010992	incontinence stress urinary
HP:0010993	abnormality cerebral subcortex
HP:0010993	abnormality cerebral medulla
HP:0010993	abnormal cerebral morphology subcortex
HP:0010994	abnormality neostriatum
HP:0010994	abnormality striatum
HP:0010994	abnormality nucleus striate
HP:0010994	abnormal corpus morphology striatum
HP:0010995	abnormal acid circulating concentration dicarboxylic
HP:0010996	abnormal acid circulating concentration monocarboxylic
HP:0010997	breakage by chromosomal induced ionizing radiation
HP:0010997	cellular increased radiosensitivity
HP:0010997	breakage by chromosomal induced ionising radiation
HP:0010997	chromosome induced instability radiation
HP:0010998	chromatid exchange increased sister spontaneous susceptibility to
HP:0010999	aplasia optic tract
HP:0010999	absent optic tract
HP:0011000	aplasia hypoplasia optic tract
HP:0011000	absent optic tract underdeveloped
HP:0011000	absent optic small tract
HP:0011001	osteosclerosis
HP:0011001	bones osteosclerosis
HP:0011001	bone density increased mineral
HP:0011001	bone density increased
HP:0011002	bones denser fracture harder prone
HP:0011002	osteopetrosis
HP:0011002	bone disease marble
HP:0011002	albers disease schonberg
HP:0011002	albers disease schoenberg
HP:0011002	albers disease nberg sch
HP:0011003	near severely sighted
HP:0011003	00 6 diopters myopia severe
HP:0011003	close severely sighted
HP:0011003	near severe sightedness
HP:0011003	high myopia
HP:0011003	myopia severe
HP:0011004	abnormality arterial systemic tree
HP:0011004	abnormal artery morphology systemic
HP:0011004	abnormalities arterial
HP:0011004	abnormality artery systemic
HP:0011004	abnormal arterial morphology systemic
HP:0011005	cirrhosis mixed
HP:0011006	issue muscle neck
HP:0011006	abnormality musculature neck
HP:0011006	abnormality cervical musculature
HP:0011006	abnormal morphology musculature neck
HP:0011012	abnormal circulating concentration polysaccharide
HP:0011013	abnormal carbohydrate circulating concentration
HP:0011014	abnormal glucose homeostasis
HP:0011015	abnormality blood concentration glucose
HP:0011015	abnormal blood concentration glucose
HP:0011017	abnormal cellular physiology
HP:0011017	abnormality cell physiology
HP:0011018	abnormality cell cycle
HP:0011019	abnormality chromosome condensation
HP:0011020	abnormality metabolism mucopolysaccharide
HP:0011021	abnormality circulating enzyme level
HP:0011022	abnormal acid circulating concentration fatty unsaturated
HP:0011023	abnormal circulating circulation prostaglandin
HP:0011024	digestive disease system
HP:0011024	abnormality gastrointestinal tract
HP:0011024	disease gastrointestinal
HP:0011024	abnormality gi tract
HP:0011025	abnormal cardiovascular physiology system
HP:0011025	abnormality cardiovascular physiology system
HP:0011026	absent underdeveloped vagina
HP:0011026	absent small vagina
HP:0011026	aplasia hypoplasia vagina
HP:0011027	abnormal fallopian morphology tube
HP:0011027	abnormality fallopian tube
HP:0011028	abnormality blood circulation
HP:0011028	blood circulation disorder
HP:0011029	haemorrhage internal
HP:0011029	bleeding internal
HP:0011029	hemorrhage internal
HP:0011030	abnormality cation element homeostasis transition
HP:0011030	abnormal blood cation concentration element transition
HP:0011031	abnormality homeostasis iron
HP:0011032	abnormality fluid regulation
HP:0011032	fluid imbalance
HP:0011033	fructose impairment metabolism
HP:0011034	amyloid disease
HP:0011034	amyloidosis
HP:0011035	abnormal cortex morphology renal
HP:0011035	abnormality cortex morphology renal
HP:0011036	abnormality excretion renal
HP:0011037	decreased output urine
HP:0011038	abnormal renal resorption tubular
HP:0011038	abnormality renal resorption
HP:0011038	abnormal renal resorption
HP:0011039	abnormal helix
HP:0011039	abnormal helix morphology
HP:0011039	abnormal helices
HP:0011039	abnormality helix
HP:0011040	abnormal bile duct intrahepatic morphology
HP:0011040	abnormality bile duct intrahepatic
HP:0011041	aplasia cervical hypoplasia spine
HP:0011041	absent cervical spine underdeveloped
HP:0011041	absent cervical small spine
HP:0011042	abnormal blood concentration k
HP:0011042	abnormality homeostasis potassium
HP:0011042	abnormal blood concentration potassium
HP:0011043	abnormality circulating corticotropin level
HP:0011043	abnormality acth circulating level
HP:0011043	abnormality adrenocorticotropic circulating hormone level
HP:0011043	abnormality adrenocorticotropin circulating level
HP:0011043	abnormal adrenocorticotropin circulating concentration
HP:0011044	abnormal complement permanent teeth
HP:0011044	abnormal number permanent teeth
HP:0011044	abnormal dentition number secondary
HP:0011044	abnormal count permanent tooth
HP:0011044	abnormal adult number teeth
HP:0011045	agenesis central incisor maxillary permanent
HP:0011045	absence central incisor permanent upper
HP:0011045	front missing permanent tooth upper
HP:0011045	absence central incisor maxillary permanent
HP:0011045	central incisor missing permanent upper
HP:0011045	adult central incisor missing upper
HP:0011045	central incisor maxillary missing permanent
HP:0011045	central development failure incisor maxillary permanent
HP:0011045	adult agenesis central incisor maxillary
HP:0011045	absence front permanent tooth upper
HP:0011046	agenesis central deciduous incisor maxillary
HP:0011046	absence central incisor maxillary primary
HP:0011046	central development failure incisor maxillary primary
HP:0011046	central deciduous development failure incisor maxillary
HP:0011046	absence central deciduous incisor maxillary
HP:0011046	central deciduous incisor maxillary missing
HP:0011046	front milk missing tooth upper
HP:0011046	agenesis central incisor maxillary primary
HP:0011046	central incisor maxillary missing primary
HP:0011046	absence baby front tooth upper
HP:0011046	baby front missing tooth upper
HP:0011047	central incisor lower milk missing tooth
HP:0011047	agenesis central deciduous incisor lower
HP:0011047	agenesis central incisor lower primary
HP:0011047	front lower milk missing tooth
HP:0011047	absence central deciduous incisor mandibular
HP:0011047	central development failure incisor mandibular primary
HP:0011047	central deciduous incisor mandibular missing
HP:0011047	absence central incisor mandibular primary
HP:0011047	baby front lower missing tooth
HP:0011047	central deciduous development failure incisor mandibular
HP:0011047	central incisor mandibular missing primary
HP:0011047	front lower missing primary tooth
HP:0011047	agenesis central incisor mandibular primary
HP:0011048	adult agenesis central incisor mandibular
HP:0011048	absence central incisor mandibular permanent
HP:0011048	front lower missing permanent tooth
HP:0011048	agenesis central incisor mandibular permanent
HP:0011048	central development failure incisor mandibular permanent
HP:0011048	absence central incisor lower permanent
HP:0011048	absence front lower permanent tooth
HP:0011048	central incisor lower missing permanent
HP:0011048	central incisor mandibular missing permanent
HP:0011048	adult central incisor lower missing
HP:0011049	deciduous incisor lateral maxillary missing
HP:0011049	absence deciduous incisor lateral maxillary
HP:0011049	deciduous development failure incisor lateral maxillary
HP:0011049	agenesis incisor lateral maxillary primary
HP:0011049	absence incisor lateral maxillary primary
HP:0011049	incisor lateral maxillary missing primary
HP:0011049	development failure incisor lateral maxillary primary
HP:0011049	agenesis deciduous incisor lateral maxillary
HP:0011050	development failure incisor lateral permanent upper
HP:0011050	development failure incisor lateral maxillary permanent
HP:0011050	absence incisor lateral maxillary permanent
HP:0011050	incisor lateral missing permanent upper
HP:0011050	agenesis incisor lateral permanent upper
HP:0011050	incisor lateral maxillary missing permanent
HP:0011050	agenesis incisor lateral maxillary permanent
HP:0011051	agenesis premolar
HP:0011051	bicuspid missing
HP:0011051	absence premolar
HP:0011051	bicuspid development failure
HP:0011051	missing premolar
HP:0011051	agenesis bicuspid
HP:0011051	development failure premolar
HP:0011051	absence bicuspid
HP:0011052	maxillary missing premolar
HP:0011052	absence premolar upper
HP:0011052	development failure maxillary premolar
HP:0011052	agenesis maxillary premolar
HP:0011052	agenesis bicuspid maxillary
HP:0011052	bicuspid development failure maxillary
HP:0011052	bicuspid missing upper
HP:0011052	absence maxillary premolar
HP:0011052	absence bicuspid maxillary
HP:0011052	missing premolar upper
HP:0011053	mandibular missing premolar
HP:0011053	absence mandibular premolar
HP:0011053	lower missing premolar
HP:0011053	development failure mandibular premolar
HP:0011053	agenesis mandibular premolar
HP:0011053	absence lower premolar
HP:0011054	development failure molar
HP:0011054	absent molars
HP:0011054	agenesis molar
HP:0011054	missing molar
HP:0011054	absence molar
HP:0011055	agenesis molar permanent
HP:0011055	absence molar permanent
HP:0011055	development failure molar permanent
HP:0011055	adult missing molar
HP:0011055	absence adult molar
HP:0011055	missing molar permanent
HP:0011055	agenesis molar secondary
HP:0011055	development failure molar secondary
HP:0011056	development failure molar six year
HP:0011056	agenesis first molar permanent tooth
HP:0011056	absence molar six year
HP:0011056	agenesis molar six year
HP:0011056	absence first molar permanent
HP:0011056	missing molar six year
HP:0011056	first missing molar permanent
HP:0011056	development failure first molar permanent
HP:0011057	absence molar permanent second
HP:0011057	absence molar twelve year
HP:0011057	missing molar twelve year
HP:0011057	agenesis molar twelve year
HP:0011057	development failure molar twelve year
HP:0011057	missing molar permanent second
HP:0011057	development failure molar permanent second
HP:0011057	agenesis molar permanent second
HP:0011058	generalized periodontitis
HP:0011058	generalised periodontitis
HP:0011058	disease generalised periodontal
HP:0011058	disease generalized periodontal
HP:0011058	disease generalised gum
HP:0011058	disease gum widespread
HP:0011058	disease generalized gum
HP:0011059	disease gum localized
HP:0011059	disease localized periodontal
HP:0011059	disease gum localised
HP:0011059	area disease gum limited
HP:0011059	disease localised periodontal
HP:0011059	localized periodontitis
HP:0011059	localised periodontitis
HP:0011060	baby dentinogenesis imperfecta teeth
HP:0011060	dentinogenesis imperfecta limited primary teeth to
HP:0011061	abnormality structure tooth
HP:0011061	abnormality part tooth
HP:0011061	abnormality dental structure
HP:0011062	incisors malposition
HP:0011062	abnormality alignment incisors
HP:0011062	crooked front teeth
HP:0011062	crooked incisors
HP:0011062	abnormality incisors position
HP:0011062	incisors misalignment
HP:0011063	abnormal incisor morphology
HP:0011063	abnormality incisor morphology
HP:0011063	abnormality incisor shape
HP:0011064	abnormal incisors number
HP:0011064	abnormal front number teeth
HP:0011065	incisor shark tooth
HP:0011065	front pointed tooth
HP:0011065	cone front shaped tooth
HP:0011065	conoid incisor
HP:0011065	incisors peg shaped
HP:0011065	incisor pointed
HP:0011065	front peg shaped tooth
HP:0011065	conical incisor
HP:0011067	median supernumary tooth
HP:0011067	mesiodens
HP:0011067	extra midline tooth
HP:0011067	midline supernumary tooth
HP:0011067	extra tooth
HP:0011067	mesiodentes
HP:0011068	odontomas
HP:0011068	odontoma
HP:0011069	increased number teeth
HP:0011069	more normal teeth than
HP:0011069	count increased tooth
HP:0011069	extra teeth
HP:0011069	dentition supernumary
HP:0011069	supplemental teeth
HP:0011069	hyperdontia
HP:0011069	supernumerary teeth
HP:0011069	supernumary teeth
HP:0011069	dentition supplemental
HP:0011069	supernumerary tooth
HP:0011070	abnormal molar shape tooth
HP:0011070	abnormal molar morphology
HP:0011070	abnormality molar morphology
HP:0011071	abnormality molar permanent shape
HP:0011071	abnormality molar morphology permanent
HP:0011071	abnormality adult molar shape
HP:0011072	absence root tooth
HP:0011072	dentin dysplasia i tooth type with
HP:0011072	roots teeth without
HP:0011072	aplasia root tooth
HP:0011072	missing root tooth
HP:0011072	rootless teeth
